Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Succ. def. per 90,Def duels per 90,Def duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Succ. att. actions,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals total,Head goals per 90,Shots total,Shots per 90,Shots on target %,"Goal conv., %",Assists per 90,Crosses per 90,"Crosses, %",Crosses from left per 90,"Crosses from left, %",Crosses from right per 90,"Crosses from right, %",Crosses to goalie box per 90,Dribbles per 90,Dribbles succ. %,Off duels per 90,Off duels won %,Touches in box per 90,Progressive runs per 90,Passes per 90,Passes acc. %,Fwd passes per 90,Fwd passes acc. %,Back passes per 90,Back passes acc. %,Lat passes per 90,Lat passes acc. %,Sh/m passes per 90,Sh/m passes acc. %,Lng passes per 90,Lng passes acc. %,"Avg pass length, m","Avg lng pass length, m",xA per 90,Second assists per 90,Third assists per 90,Smt passes per 90,Smt passes acc. %,Key passes per 90,Final 3rd passes per 90,Final 3rd passes acc. %,Passes to penalty area per 90,Passes to penalty area acc. %,Thru passes per 90,Thru passes acc. %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Goals total,Goals per 90,Shots total,Shots per 90,Clean sheets,Save %,xG against,xG against per 90,Back passes to GK per 90,Exits per 90,Punches per 90,"Punches, %",Claims per 90,Claim/punch ratio,Aerial duels per 90,Aerial duels won %,FKs per 90,DFKs per 90,DFKs on target %,Corners per 90,Penalties taken,Penalty conversion %,League
A. Hanche-Olsen,Stabæk,LCB,23,600000,2022-06-30,11,1051,2,1.38,0,0.15,Norway,Norway,right,185,74,no,7.54,3.43,55,2.83,60.61,0.09,0.1,0.77,5.57,6.44,0.86,4,0.34,0,0,0.94,0.17,1,0.09,0.12,1,0.09,7,0.6,71.43,28.571,0,0,0,0,0,0,0,0,0.51,83.33,1.46,70.59,0.6,1.2,41.19,88.77,15.67,77.6,2.14,100,21.41,96.4,35.97,93.33,5.39,58.73,24.26,44.63,0.01,0,0,0.09,100,0.09,6.25,72.6,0.6,28.57,0.6,14.29,0.26,0,6.94,67.9,0,,0,,0,0,0,0,1.88,,,,,,,,0,0,0,0,1,100,Norwegian First Div
N. Castro,Aalesund,"RCMF3, RW, CF",24,600000,2021-12-31,11,955,2,2.79,3,1.51,Norway,"Norway, Chile",right,173,72,no,6.03,8.1,45.35,2.36,40,0,0,0.09,2.36,3.19,2.36,4,0.38,0,0,3.39,0.19,1,0.09,0.26,0,0,16,1.51,25,12.5,0.28,3.39,33.33,0.57,16.67,2.83,36.67,0.57,3.2,52.94,8.58,46.15,1.79,0.47,30.35,77.02,6.41,58.82,8.2,94.25,11.4,74.38,23.84,86.96,3.68,43.59,20.14,36.92,0.14,0,0,0.75,25,0.47,3.58,63.16,4.43,38.3,1.88,25,1.04,1.04,4.43,74.47,0,,0,,0,0,0,0,0.09,,,,,,,,1.6,0.38,25,2.73,2,50,Norwegian First Div
D. Islamović,Rosenborg,"CF, AMF",26,600000,2022-12-31,11,724,1,2.25,0,0,Sweden,"Sweden, Montenegro",left,190,87,no,4.85,6.84,54.55,12.68,46.08,0.12,0.17,0,0.99,1.33,3.85,4,0.5,0,0,1.62,0.12,1,0.12,0.28,1,0.12,21,2.61,33.33,4.762,0,0,0,0,0,0,0,0,1.37,45.45,8.83,36.62,3.23,0.5,17.15,78.26,3.6,68.97,3.85,87.1,4.48,83.33,16.53,79.7,0.62,40,15.9,13.68,0,0.12,0,0.62,20,0,1.86,80,0.5,50,0.87,14.29,0.5,0,1.37,54.55,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Norwegian First Div
U. Saltnes,Bodø / Glimt,"LCMF3, LCMF",27,600000,2022-12-31,12,1146,5,3.86,5,3.35,Norway,Norway,right,187,78,no,4.95,4.32,54.55,4.24,40.74,0.16,0.26,0.39,2.43,4.1,1.18,1,0.08,0,0,2.75,0.39,5,0.39,0.3,1,0.08,26,2.04,46.15,19.231,0.39,0.55,57.14,0.39,60,0.16,50,0.16,1.65,52.38,5.18,37.88,5.03,1.81,37.23,86.5,10.99,76.43,6.36,95.06,12.02,93.46,35.34,88.22,1.41,55.56,16.06,34.15,0.26,0,0,1.73,36.36,0.71,4.16,79.25,2.75,74.29,1.73,36.36,3.3,0.31,4.71,81.67,0,,0,,0,0,0,0,0.31,,,,,,,,0,0,0,0,0,0,Norwegian First Div
P. Berg,Bodø / Glimt,DMF,22,600000,2021-12-31,12,1146,3,1.38,0,0.22,Norway,Norway,right,175,70,no,10.37,6.99,67.42,1.26,31.25,0.16,0.26,0.31,5.5,9.25,0.94,1,0.08,0,0,1.73,0.24,3,0.24,0.11,0,0,20,1.57,25,15,0,0.31,75,0.16,50,0.16,100,0,1.1,50,2.36,46.67,0.63,0.55,70.68,89.22,17.28,74.55,8.01,96.08,36.68,95.29,64.87,90.92,5.58,70.42,19.48,41.61,0.02,0.16,0,1.02,53.85,0.16,9.58,83.61,1.81,47.83,1.18,33.33,0.94,0.31,9.11,69.83,0,,0,,0,0,0,0,0.47,,,,,,,,0.24,0.24,66.67,0,0,0,Norwegian First Div
S. Fet,Bodø / Glimt,"RCMF3, RCMF",23,600000,2022-12-31,12,863,2,2.07,1,0.26,Norway,Norway,right,178,74,yes,7.4,7.93,56.58,2.29,59.09,0.52,0.87,0.1,2.4,4.01,2.09,1,0.1,0,0,1.46,0.21,2,0.21,0.22,0,0,12,1.25,41.67,16.667,0.1,0.21,0,0.1,0,0.1,0,0.1,1.15,45.45,6.05,31.03,2.5,1.04,32.75,88.22,7.3,78.57,8.97,94.19,8.66,92.77,32.02,89.25,0.63,66.67,14.94,14.05,0.03,0,0.1,1.25,33.33,0.21,2.29,90.91,1.15,63.64,0.94,44.44,1.36,0,2.82,88.89,0,,0,,0,0,0,0,0.1,,,,,,,,0,0,0,0,0,0,Norwegian First Div
A. Dønnum,Vålerenga,"RW, RWF",22,600000,2021-12-31,11,966,1,2.61,1,1.55,Norway,Norway,left,179,73,no,5.12,4.19,35.56,2.8,43.33,0.47,0.61,0.09,3.17,4.16,1.58,3,0.28,0,0,7.17,0.09,1,0.09,0.24,0,0,24,2.24,37.5,4.167,0.09,1.68,33.33,0.09,100,1.58,29.41,0.09,10.53,50.44,18.35,45.18,3.73,4.1,25.16,74.81,6.8,73.97,6.15,90.91,7.64,64.63,21.15,79.3,2.8,66.67,18.36,42.26,0.14,0.28,0,1.3,35.71,0.56,1.96,61.9,3.91,57.14,1.12,41.67,2.33,0.65,5.31,73.68,0,,0,,0,0,0,0,0.09,,,,,,,,0.47,0.19,50,0.75,0,0,Norwegian First Div
E. Ulland Andersen,Molde,"LAMF, RAMF",27,600000,2022-12-31,12,376,2,0.83,0,0.16,Denmark,"Denmark, Norway",right,181,73,no,3.83,5.98,36,2.63,36.36,0,0,0,1.68,2.41,0.48,0,0,0,0,3.35,0.48,2,0.48,0.2,0,0,19,4.55,26.32,10.526,0,1.44,33.33,0.24,0,1.2,40,0.48,2.87,58.33,5.27,63.64,2.39,1.2,34.47,87.5,8.14,76.47,10.29,97.67,9.81,87.8,32.07,89.55,1.2,100,16.27,11.12,0.04,0,0,0.72,0,0.24,3.35,78.57,1.44,33.33,0.72,0,0.72,0.48,3.11,53.85,0,,0,,0,0,0,0,0.24,,,,,,,,0.96,0.96,50,0.72,0,0,Norwegian First Div
E. Rashani,Odds,LWF,27,600000,2020-12-31,7,506,1,1.44,0,0.24,Norway,"Norway, Kosovo",left,181,71,no,4.8,7.11,30,2.85,25,0.53,0.8,0.18,2.13,3.21,2.67,2,0.36,0,0,5.51,0.18,1,0.18,0.26,0,0,13,2.31,46.15,7.692,0,2.85,18.75,2.49,7.14,0.36,100,0.18,6.23,57.14,13.16,37.84,4.8,1.78,25.79,74.48,4.27,79.17,7.65,90.7,8,68.89,22.41,80.95,0.53,100,15.21,11.26,0.04,0,0,1.07,33.33,0.18,1.6,66.67,2.31,46.15,0.53,33.33,1.07,0.53,3.02,82.35,0,,0,,0,0,0,0,0,,,,,,,,0.18,0,0,1.07,0,0,Norwegian First Div
B. Risa,Odds,LB,22,600000,2021-12-31,12,1156,0,0.29,0,1.15,Norway,Norway,left,188,79,no,10.28,7.79,54,3.66,63.83,0.93,1.28,0.08,5.14,7.05,1.32,1,0.08,0,0,1.87,0,0,0,0.02,0,0,5,0.39,40,0,0,3.19,29.27,3.19,29.27,0,0,0.47,1.25,43.75,3.04,51.28,0.93,1.17,43.29,83.99,16.58,77,6.23,98.75,15.8,84.73,34.8,92.39,5.99,62.34,22.5,42.44,0.09,0,0,0.31,75,0.16,6.38,75.61,3.66,42.55,0.23,33.33,0.62,1.17,10.35,81.2,0,,0,,0,0,0,0,0.31,,,,,,,,0.31,0.08,100,0,0,0,Norwegian First Div
V. Berisha,Viking,"CF, LW",26,600000,2024-12-31,12,1018,3,3.91,2,3.06,Norway,Norway,right,175,75,no,4.77,2.3,61.54,6.81,38.96,0.27,0.33,0.18,3.09,3.89,1.15,1,0.09,0,0,3.01,0.27,2,0.18,0.35,2,0.18,26,2.3,34.62,11.538,0.18,2.56,31.03,1.94,27.27,0.62,42.86,0.09,1.77,60,4.86,45.45,6.19,1.5,22.28,66.27,5.3,58.33,3.8,88.37,7.69,66.67,18.74,71.7,0.97,54.55,16.91,20.29,0.27,0.09,0,1.15,30.77,1.15,2.21,72,3.45,46.15,0.88,10,2.56,0.8,3.71,76.19,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,2,50,Norwegian First Div
A. Pellegrino,Kristiansund,"LAMF, LWF, CF",30,600000,2021-12-31,11,823,9,3.1,1,1.19,Norway,Norway,right,190,68,no,3.5,3.5,56.25,2.41,18.18,0,0,0,1.53,1.89,0.22,0,0,0,0,4.92,0.98,9,0.98,0.34,0,0,36,3.94,44.44,25,0.11,1.64,26.67,1.53,21.43,0.11,100,0.11,3.72,64.71,6.67,54.1,3.61,1.53,20.12,70.65,5.36,59.18,4.59,88.1,5.8,71.7,16.73,77.12,1.86,47.06,17.9,36.43,0.13,0,0,1.31,25,0.33,2.62,50,2.95,40.74,1.53,35.71,0.98,0.33,3.39,74.19,0,,0,,0,0,0,0,0,,,,,,,,0.87,0.44,75,2.62,0,0,Norwegian First Div
E. Hovland,Rosenborg,"LCB, RCB",31,500000,2021-06-30,6,572,2,1.07,0,0,Norway,Norway,right,191,90,no,10.7,3.62,56.52,4.41,60.71,1.1,1.34,2.05,7.55,9.17,0.94,2,0.31,0,0,0.47,0.31,2,0.31,0.17,1,0.16,4,0.63,50,50,0,0,0,0,0,0,0,0,0.31,50,1.42,44.44,0.63,2.2,52.55,90.12,14.16,81.11,2.2,100,32.1,93.63,48.3,93.16,4.41,57.14,22.17,43.99,0,0,0,0,0,0,5.19,75.76,0.31,0,0,0,0.16,0,6.45,73.17,0,,0,,0,0,0,0,1.57,,,,,,,,0,0,0,0,0,0,Norwegian First Div
M. Lundemo,APOEL,DMF,26,500000,2022-05-31,8,616,1,0.15,0,0.04,Norway,Norway,right,189,82,no,8.62,5.84,60,5.99,73.17,0.15,0.19,0.29,4.97,6.46,1.02,0,0,0,0,0.73,0.15,1,0.15,0.02,0,0,6,0.88,33.33,16.667,0,0.29,100,0.15,100,0.15,100,0,0.44,33.33,2.05,28.57,0,0.44,42.95,83.33,12.13,62.65,5.55,100,18.12,90.32,39.16,87.31,3.8,38.46,19.55,39.17,0.01,0,0,0.29,0,0,6.72,67.39,0.73,60,0.58,0,0.15,0.29,5.84,65,0,,0,,0,0,0,0,0.58,,,,,,,,0,0,0,0,0,0,Norwegian First Div
H. Vetlesen,Stabæk,"RCMF, AMF",20,500000,2021-12-31,12,1050,3,1.64,1,0.77,Belgium,"Belgium, Norway",right,174,72,no,5.31,4.37,52.94,3.34,23.08,0.43,0.5,0.09,2.57,2.97,1.46,2,0.17,0,0,2.06,0.26,3,0.26,0.14,1,0.09,15,1.29,33.33,20,0.09,0.77,55.56,0.17,100,0.6,42.86,0.17,2.23,46.15,6.86,41.25,2.66,0.86,22.46,74.05,7.89,59.78,3.86,95.56,5.91,82.61,21,75.92,0.86,40,18.45,29.73,0.07,0,0,0.6,28.57,0.34,3.34,71.79,2.31,59.26,0.6,28.57,1.71,0.51,4.2,65.31,0,,0,,0,0,0,0,0,,,,,,,,0.17,0,0,0.86,0,0,Norwegian First Div
S. Nordli,Aalesund,"LCMF3, LW",20,500000,2022-12-31,12,966,3,1.56,2,1.22,Norway,Norway,right,181,74,no,5.78,6.24,53.73,1.58,41.18,0.56,0.75,0.28,1.86,2.5,1.58,1,0.09,0,0,3.35,0.28,3,0.28,0.14,0,0,25,2.33,32,12,0.19,1.12,25,0.84,33.33,0.28,0,0.28,2.98,68.75,5.78,48.39,2.05,0.84,19.66,75.36,4.01,51.16,5.96,92.19,6.06,75.38,17.33,80.11,1.49,56.25,18.92,31.86,0.11,0.09,0,0.37,75,0.37,1.12,66.67,1.49,43.75,0.47,60,0.84,0.19,2.05,50,0,,0,,0,0,0,0,0.19,,,,,,,,0.47,0.19,0,1.02,0,0,Norwegian First Div
L. Vilsvik,Strømsgodset,"RB, RCB3",31,500000,2021-12-31,8,638,0,0.1,0,1.48,Germany,"Germany, Norway",left,180,73,no,12.7,10.3,49.32,2.82,75,0.71,0.99,1.27,6.91,9.67,0.56,0,0,0,0,2.96,0,0,0,0.01,0,0,3,0.42,33.33,0,0,2.4,58.82,0.14,0,2.26,62.5,0.42,1.13,100,3.67,53.85,1.13,1.27,44.44,78.1,17.77,66.67,7.05,96,13.82,83.67,35.97,83.92,6.77,50,20.7,41.43,0.21,0,0,0.71,40,0.56,7.19,68.63,3.53,52,0.56,75,1.13,1.27,12.27,75.86,0,,0,,0,0,0,0,1.13,,,,,,,,0,0,0,0.14,0,0,Norwegian First Div
J. Hove,Strømsgodset,"AMF, RCMF3, DMF",19,500000,2021-12-31,12,1033,3,1.49,0,0.84,Norway,Norway,right,177,72,no,8.89,6.45,59.46,4.44,27.45,1.22,1.84,0.17,3.83,5.79,0.96,1,0.09,0,0,2.09,0.26,3,0.26,0.13,0,0,17,1.48,35.29,17.647,0,2.09,20.83,0.17,0,1.92,22.73,0.44,1.48,47.06,3.75,39.53,1.57,0.87,46.26,78.72,17.08,67.35,7.06,95.06,16.12,83.24,38.33,85.68,6.45,56.76,21.72,39.76,0.07,0,0,1.22,35.71,0.35,8.63,69.7,3.92,35.56,1.39,18.75,1.48,0.52,8.02,80.43,0,,0,,0,0,0,0,0.44,,,,,,,,0,0,0,0,0,0,Norwegian First Div
B. Finne,Vålerenga,"LW, LWF",25,500000,2020-12-31,12,627,4,3.52,0,1.09,Norway,Norway,right,173,70,no,4.45,4.45,58.06,2.01,28.57,0.14,0.19,0,1.72,2.32,0.72,0,0,0,0,4.02,0.57,2,0.29,0.51,0,0,11,1.58,54.55,36.364,0,2.15,20,1.87,23.08,0.29,0,0.72,3.59,52,7.32,39.22,2.73,2.87,22.68,65.82,7.18,48,5.31,100,6.03,59.52,19.23,73.13,1.72,41.67,17.59,31.7,0.16,0,0,1.58,54.55,0.57,1.87,53.85,3.44,45.83,1,42.86,1.87,0.72,4.59,65.63,0,,0,,0,0,0,0,0.14,,,,,,,,0.14,0,0,0.57,2,100,Norwegian First Div
F. Jensen,Vålerenga,DMF,27,500000,2021-12-31,11,970,1,0.36,0,0,Norway,Norway,right,185,73,no,9.09,5.1,58.18,4.55,38.78,0.65,0.86,0.19,5.47,7.22,1.11,3,0.28,0,0,0.46,0.09,1,0.09,0.03,1,0.09,5,0.46,20,20,0,0.09,100,0,0,0.09,100,0,0.74,37.5,2.78,53.33,0.28,0.46,50.47,87.87,11.97,65.89,7.33,100,24.87,94.78,45.46,91.22,5.1,56.36,20.52,40.25,0,0.09,0,0.46,0,0,6.68,69.44,1.39,46.67,0.93,10,0.84,0.09,5.57,61.67,0,,0,,0,0,0,0,0.46,,,,,,,,0,0,0,0,0,0,Norwegian First Div
G. Koomson,Brann,"RAMF, RWF",25,500000,2021-12-31,12,1080,8,3.05,0,0.74,Ghana,Ghana,right,180,69,no,7.25,8.5,51.96,2.58,51.61,0.25,0.34,0,2.58,3.51,1.58,3,0.25,0,0,5,0.67,8,0.67,0.25,1,0.08,22,1.83,68.18,36.364,0,2.67,31.25,0.08,0,2.58,32.26,0.33,5,51.67,12.25,36.05,3.67,2.42,26.67,75.94,6,63.89,5.92,91.55,9.17,76.36,22.08,82.26,2.33,71.43,18.19,37.23,0.06,0.08,0.08,1.08,30.77,0.25,2.58,70.97,3.5,50,0.83,0,2,0.75,4.5,74.07,0,,0,,0,0,0,0,0.08,,,,,,,,0.17,0,0,0.08,0,0,Norwegian First Div
D. Bamba,Brann,CF,25,500000,2021-12-31,12,981,3,6.11,2,0.47,Côte d'Ivoire,Côte d'Ivoire,right,184,75,no,3.21,3.39,51.35,4.22,30.43,0.09,0.12,0.18,1.38,1.84,1.74,1,0.09,0,0,2.94,0.28,3,0.28,0.56,0,0,32,2.94,40.63,9.375,0.18,0.55,33.33,0.28,33.33,0.28,33.33,0.18,2.57,50,9.08,33.33,4.68,1.19,16.15,76.14,2.66,68.97,4.59,88,4.95,74.07,15.32,77.25,0.46,80,15.26,15.27,0.04,0,0.09,0.83,33.33,0.18,1.83,80,1.01,36.36,0.64,28.57,1.1,0.18,2.2,62.5,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Norwegian First Div
P. Strand,Brann,"RB, LCMF3, LAMF",25,500000,2022-12-31,12,898,0,0.48,2,1.02,Norway,Norway,right,175,71,no,7.82,5.71,49.12,2.71,59.26,0.6,0.82,0.1,4.41,6,0.8,1,0.1,0,0,2.51,0,0,0,0.05,0,0,11,1.1,18.18,0,0.2,2.71,33.33,0.4,50,2.31,30.43,0.5,2.1,52.38,4.11,36.59,0.8,1.6,37.18,72.78,13.13,64.89,7.12,85.92,10.32,73.79,29.97,82.27,5.01,34,18.07,30.08,0.1,0,0,0.9,33.33,0.4,3.81,52.63,3.51,45.71,1.4,21.43,1,0.9,7.02,70,0,,0,,0,0,0,0,0.5,,,,,,,,0.4,0.2,0,0,0,0,Norwegian First Div
M. Holmgren Pedersen,Molde,RB,20,500000,2022-12-31,9,605,1,0.3,0,0.75,Norway,Norway,right,178,70,no,6.4,6.1,58.54,1.04,28.57,0.15,0.23,0.45,2.68,4.22,1.19,1,0.15,0,0,2.08,0.15,1,0.15,0.05,1,0.15,3,0.45,66.67,33.333,0,3.12,19.05,0.15,0,2.98,20,0.45,3.12,38.1,5.95,35,1.93,2.38,32.28,76.04,6.4,51.16,12.79,89.53,8.03,77.78,26.33,87.57,3.12,38.1,17.95,32.18,0.11,0,0.15,0.15,0,0.45,2.23,80,2.23,26.67,0.3,0,0.45,0.6,5.06,44.12,0,,0,,0,0,0,0,0.89,,,,,,,,0,0,0,0,0,0,Norwegian First Div
A. Linde,Molde,GK,27,500000,2021-12-31,13,1246,0,0,0,0,Sweden,Sweden,right,196,93,no,1.23,0,0,0.43,100,0,0,0,1.23,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,100,0,0,17.84,87.04,6.79,71.28,0,0,10.11,97.14,12.78,99.44,4.98,56.52,30.25,46.48,0,0,0,0,0,0,0.94,53.85,0.07,0,0.14,50,0.07,0,3.25,60,13,0.94,45,3.25,5,71.11,14.55,1.05,0,1.88,0.29,50,1.01,3.5,0.43,100,,,,0,0,0,Norwegian First Div
K. Haugen,Molde,LB,26,500000,2022-12-31,6,451,1,0.06,2,1.54,Norway,Norway,left,188,77,no,8.78,5.79,62.07,1.6,62.5,0.4,0.56,0.2,4.79,6.67,1,1,0.2,0,0,3.59,0.2,1,0.2,0.01,1,0.2,2,0.4,50,50,0.4,4.39,40.91,4.39,40.91,0,0,0.6,2.59,61.54,5.59,60.71,1.6,1.4,49.69,75.9,16.16,59.26,10.18,92.16,14.77,82.43,39.11,85.2,6.19,41.94,19.05,29.92,0.31,0,0,0,0,1.4,4.59,56.52,6.19,58.06,1,60,3.19,1.4,11.18,67.86,0,,0,,0,0,0,0,0.8,,,,,,,,0.2,0.2,0,0,0,0,Norwegian First Div
O. Brynhildsen,Molde,"LAMF, LW, RAMF",21,500000,2022-12-31,13,525,3,1.47,1,0.82,Norway,Norway,right,175,70,no,7.37,6.69,56.41,3.43,30,0.34,0.51,0,3.26,4.87,0.69,1,0.17,0,0,3.77,0.51,3,0.51,0.25,0,0,13,2.23,53.85,23.077,0.17,1.89,27.27,1.2,28.57,0.69,25,0.17,4.97,41.38,10.11,35.59,5.49,1.54,18.69,71.56,4.11,75,4.8,82.14,6,65.71,15.94,77.42,0.86,60,16.39,11.53,0.14,0.17,0,0,0,0.51,1.71,100,1.89,54.55,0,0,1.37,0.69,2.57,80,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Norwegian First Div
S. Hagen,Odds,LCB,34,500000,2021-12-31,12,1156,0,0.4,0,0,Norway,Norway,right,185,80,no,9.5,4.28,76.36,3.27,61.9,0.31,0.43,0.7,5.92,8.11,0.16,0,0,0,0,0.47,0,0,0,0.03,0,0,3,0.23,33.33,0,0,0.08,0,0.08,0,0,0,0,0.31,100,0.93,75,0.54,3.5,52.63,92.46,14.01,79.44,1.95,100,31.45,98.51,47.26,95.72,5.45,65.71,22.21,36.19,0,0,0,0.16,50,0,6.7,77.91,0.54,14.29,0.62,12.5,0.16,0,6.07,74.36,0,,0,,0,0,0,0,0.93,,,,,,,,0,0,0,0,0,0,Norwegian First Div
V. Hoff,Odds,"DMF, LCMF3, LCMF",24,500000,2021-12-31,11,1063,2,1.44,1,1.18,Norway,Norway,right,181,74,no,6.52,5.16,55.74,3.47,51.22,0.25,0.36,0.08,3.39,4.86,0.76,1,0.08,0,0,1.95,0.17,2,0.17,0.12,0,0,14,1.19,28.57,14.286,0.08,0.93,36.36,0.59,42.86,0.34,25,0.25,3.05,38.89,7.03,38.55,1.44,2.71,44.87,85.85,11.77,73.38,10.58,98.4,16.26,88.54,41.23,89.32,2.96,51.43,19.72,41.07,0.1,0,0,1.1,7.69,0.08,5.5,81.54,2.62,22.58,1.44,11.76,1.44,0.34,6.18,67.12,0,,0,,0,0,0,0,0.51,,,,,,,,0,0,0,0.08,0,0,Norwegian First Div
S. Rossbach,Odds,GK,24,500000,2024-07-31,12,1156,0,0,0,0,Norway,Norway,right,189,80,no,0.86,0,0,0.7,88.89,0,0,0,0.86,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.23,33.33,0,0,14.17,91.21,6.38,85.37,0,0,7.08,98.9,9.03,98.28,4.98,81.25,34.65,47.62,0,0,0,0,0,0,1.4,66.67,0,0,0.08,0,0.16,0,4.52,84.48,14,1.09,44,3.43,4,68.18,14.76,1.15,0,1.95,0.31,50,0.7,2.25,0.7,88.89,,,,0,0,0,Norwegian First Div
J. Kitolano,Odds,"RCMF3, RCMF",19,500000,2021-07-31,12,1028,2,0.97,0,2.02,Norway,Norway,right,170,60,no,8.67,8.32,50.53,2.71,35.48,0.88,1.15,0.53,3.59,4.71,2.19,1,0.09,0,0,2.8,0.18,2,0.18,0.08,0,0,11,0.96,27.27,18.182,0,1.14,38.46,0.26,33.33,0.88,40,0.18,3.59,56.1,10.94,40,1.66,1.58,32.04,87.98,7.27,75.9,7.7,98.86,9.98,90.35,30.55,90.54,0.7,50,16.53,19.91,0.18,0.09,0,0.53,16.67,0.53,3.85,72.73,1.66,42.11,0.53,16.67,0.88,0.53,3.33,92.11,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Norwegian First Div
Y. de Lanlay,Viking,"LWF, RWF",28,500000,2023-12-31,2,46,0,0.16,0,0.21,Norway,"Norway, France",right,180,72,no,7.83,9.78,60,0,0,0,0,0,1.96,3.33,0,0,0,0,0,1.96,0,0,0,0.31,0,0,1,1.96,0,0,0,5.87,0,3.91,0,1.96,0,0,3.91,50,7.83,25,3.91,0,45,65.22,7.83,50,5.87,100,15.65,75,35.22,77.78,3.91,50,22.98,40.84,0.41,0,0,0,0,0,0,0,5.87,66.67,0,0,5.87,0,5.87,100,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Norwegian First Div
A. Ahamada,Brann,GK,28,400000,2020-12-31,9,867,0,0,0,0,France,"France, Comoros",right,189,83,no,2.7,0.21,0,0.52,80,0,0,0,2.7,3.64,0.1,2,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.76,78,12.98,72,0,0,7.27,87.14,9.97,95.83,10.8,61.54,34.49,46.28,0,0,0,0,0,0,2.18,52.38,0.1,0,0.31,33.33,0.21,0,6.96,71.64,13,1.35,46,4.78,2,71.74,16.2,1.68,0,1.45,0.1,0,1.14,11,0.52,80,,,,0,0,0,Norwegian First Div
D. Mitov-Nilsson,Sarpsborg 08,GK,29,400000,2021-12-31,12,1155,0,0,0,0,Sweden,"Sweden, North Macedonia",right,190,87,no,1.56,0,0,0.62,87.5,0,0,0,1.56,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,100,0,0,13.25,78.82,8.57,68.18,0,0,4.36,100,6.86,100,6.39,56.1,35.83,48.83,0,0,0,0,0,0,1.64,57.14,0.16,0,0,0,0.08,0,5.06,66.15,12,0.94,42,3.27,5,71.43,12.69,0.99,0,1.95,0.39,20,1.09,2.8,0.62,87.5,,,,0,0,0,Norwegian First Div
H. Stengel,Strømsgodset,"RB, AMF, RCB",24,400000,2020-12-31,6,326,1,0.59,0,0.31,Norway,Norway,right,180,74,no,7.18,5.25,63.16,1.93,85.71,0.28,0.56,0,3.59,7.22,0.28,0,0,0,0,3.04,0.28,1,0.28,0.16,0,0,2,0.55,50,50,0,4.14,66.67,0,0,4.14,66.67,0.55,0.28,0,2.48,0,1.38,0.83,48.59,84.66,14.63,67.92,8.28,93.33,17.39,90.48,38.37,92.09,6.9,52,21.98,35.19,0.09,0,0,0.28,0,0.28,9.94,63.89,5.52,70,1.38,40,0.83,2.76,11.6,85.71,0,,0,,0,0,0,0,2.21,,,,,,,,0,0,0,2.48,0,0,Norwegian First Div
M. Sandberg,Stabæk,GK,29,400000,2022-12-31,12,1147,0,0,0,0,Sweden,Sweden,right,191,80,no,1.73,0.08,100,0.94,100,0,0,0,1.65,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,100,0,0,16.56,79.62,11.77,74.67,0,0,4.55,93.1,8,98.04,8.55,62.39,38.86,51.18,0,0,0,0,0,0,2.67,47.06,0.31,0,0.08,0,0.16,0,5.88,78.67,17,1.33,52,4.08,4,67.31,18.85,1.48,0,3.06,0.94,58.33,1.33,1.42,0.94,100,,,,0,0,0,Norwegian First Div
